InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
579187,23167,SMALL CERAMIC TOP STORAGE JAR ,5,2011-11-28 15:31:00,1.63,,United Kingdom
538313,21889,WOODEN BOX OF DOMINOES,24,2010-12-10 13:50:00,1.25,15514.0,United Kingdom
536592,21844,RED RETROSPOT MUG,1,2010-12-01 17:06:00,5.91,,United Kingdom
536988,21481,FAWN BLUE HOT WATER BOTTLE,2,2010-12-03 15:05:00,2.95,17238.0,United Kingdom
579096,22992,REVOLVER WOODEN RULER ,12,2011-11-28 11:07:00,1.95,15561.0,United Kingdom
548289,16161P,WRAP ENGLISH ROSE ,25,2011-03-30 11:48:00,0.42,13988.0,United Kingdom
537654,70007,HI TEC ALPINE HAND WARMER,2,2010-12-07 15:59:00,1.65,,United Kingdom
571797,22668,PINK BABY BUNTING,1,2011-10-19 11:41:00,5.79,,United Kingdom
561222,22744,MAKE YOUR OWN MONSOON CARD KIT,6,2011-07-26 09:27:00,2.95,13588.0,United Kingdom
557502,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,2,2011-06-20 15:32:00,2.46,,United Kingdom
564817,22023,EMPIRE BIRTHDAY CARD,1,2011-08-30 12:02:00,0.83,,United Kingdom
575477,23636,SET 10 CARDS WISHING TREE 17116,1,2011-11-09 16:14:00,2.91,,United Kingdom
562273,22847,BREAD BIN DINER STYLE IVORY,1,2011-08-04 09:55:00,16.95,12502.0,Spain
547709,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-03-24 18:43:00,12.75,18109.0,United Kingdom
C580968,23534,WALL ART STOP FOR TEA ,-4,2011-12-06 14:57:00,5.95,15622.0,United Kingdom
570499,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-10-11 09:19:00,0.85,12772.0,Portugal
537666,20754,RETROSPOT RED WASHING UP GLOVES,1,2010-12-07 18:36:00,4.21,,United Kingdom
557801,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-06-23 10:14:00,1.65,13319.0,United Kingdom
563427,22652,TRAVEL SEWING KIT,4,2011-08-16 11:40:00,1.65,16470.0,United Kingdom
573335,22988,SOLDIERS EGG CUP ,2,2011-10-30 11:35:00,1.25,15059.0,United Kingdom
566709,22383,LUNCH BAG SUKI DESIGN ,10,2011-09-14 11:58:00,1.65,16745.0,United Kingdom
559372,22499,WOODEN UNION JACK BUNTING,3,2011-07-08 10:23:00,5.95,12461.0,Switzerland
537354,21725,SWEETIES  STICKERS,1,2010-12-06 12:23:00,0.85,12748.0,United Kingdom
573328,22257,FELT FARM ANIMAL SHEEP,6,2011-10-30 11:09:00,1.25,16601.0,United Kingdom
580716,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-12-05 16:48:00,0.85,12367.0,Denmark
548505,22629,SPACEBOY LUNCH BOX ,1,2011-03-31 14:34:00,2.46,,United Kingdom
579690,22616,PACK OF 12 LONDON TISSUES ,2,2011-11-30 14:03:00,0.39,15060.0,United Kingdom
565649,23249,VINTAGE RED ENAMEL TRIM PLATE,3,2011-09-05 16:27:00,1.65,16712.0,United Kingdom
573300,84927F,PSYCHEDELIC TILE HOOK,1,2011-10-28 16:10:00,0.39,16049.0,United Kingdom
564475,23211,RED ROCKING HORSE HAND PAINTED,72,2011-08-25 12:50:00,1.25,12500.0,Germany
564901,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-08-31 11:40:00,0.59,15690.0,United Kingdom
580637,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,2011-12-05 12:40:00,1.25,15033.0,United Kingdom
540543,84849B,FAIRY SOAP SOAP HOLDER,4,2011-01-09 15:23:00,1.69,14395.0,United Kingdom
540809,22569,FELTCRAFT CUSHION BUTTERFLY,8,2011-01-11 12:37:00,3.75,18095.0,United Kingdom
551966,22616,PACK OF 12 LONDON TISSUES ,12,2011-05-05 13:14:00,0.29,15356.0,United Kingdom
567668,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,2011-09-21 15:29:00,5.79,,United Kingdom
559256,21469,POLKA DOT RAFFIA FOOD COVER,6,2011-07-07 12:10:00,3.75,15249.0,United Kingdom
539958,85202,HANGING WOOD AND FELT HEART,11,2010-12-23 13:26:00,0.43,,United Kingdom
580115,22457,NATURAL SLATE HEART CHALKBOARD ,3,2011-12-01 16:22:00,5.79,,United Kingdom
559362,23237,SET OF 4 KNICK KNACK TINS LEAVES ,6,2011-07-08 08:43:00,4.15,12635.0,Germany
551658,17003,BROCADE RING PURSE ,6,2011-05-03 12:13:00,0.29,16746.0,United Kingdom
578305,21625,VINTAGE UNION JACK APRON,9,2011-11-23 15:44:00,5.95,14088.0,United Kingdom
549023,22727,ALARM CLOCK BAKELIKE RED ,1,2011-04-05 16:27:00,7.46,,United Kingdom
575932,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3,2011-11-13 10:35:00,3.75,16923.0,United Kingdom
538374,15056N,EDWARDIAN PARASOL NATURAL,1,2010-12-12 11:17:00,5.95,14159.0,United Kingdom
555109,85049G,CHOCOLATE BOX RIBBONS ,2,2011-05-31 14:19:00,1.25,16023.0,United Kingdom
548404,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-03-31 09:38:00,1.45,16398.0,United Kingdom
548388,22219,LOVEBIRD HANGING DECORATION WHITE ,4,2011-03-30 16:52:00,0.85,13268.0,United Kingdom
553013,84905,PINK BUTTERFLY CUSHION COVER ,1,2011-05-12 18:19:00,4.96,,United Kingdom
555150,20701,PINK CAT FLORAL CUSHION COVER ,1,2011-05-31 15:53:00,4.13,,United Kingdom
578105,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-11-23 08:47:00,2.95,14911.0,EIRE
580502,23301,GARDENERS KNEELING PAD KEEP CALM ,3,2011-12-04 13:15:00,1.65,16931.0,United Kingdom
574749,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-11-07 08:54:00,1.25,15150.0,United Kingdom
581138,23204,CHARLOTTE BAG APPLES DESIGN,100,2011-12-07 13:17:00,0.72,12950.0,United Kingdom
540995,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,1,2011-01-13 09:30:00,4.13,,United Kingdom
539222,20982,12 PENCILS TALL TUBE SKULLS,12,2010-12-16 13:00:00,0.85,14621.0,United Kingdom
550332,22161,HEART DECORATION RUSTIC HANGING ,1,2011-04-17 13:53:00,0.65,13474.0,United Kingdom
550470,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,2011-04-18 13:49:00,5.79,,United Kingdom
556517,21787,RAIN PONCHO RETROSPOT,24,2011-06-13 10:52:00,0.85,12481.0,Germany
570380,20985,HEART CALCULATOR,3,2011-10-10 12:35:00,1.25,14606.0,United Kingdom
559656,82581,TOILET METAL SIGN,12,2011-07-11 12:57:00,0.55,13675.0,United Kingdom
574745,22340,NOEL GARLAND PAINTED ZINC ,24,2011-11-07 08:26:00,0.39,14911.0,EIRE
548522,85176,SEWING SUSAN 21 NEEDLE SET,2,2011-03-31 16:43:00,1.63,,United Kingdom
557481,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-06-20 14:11:00,1.63,,United Kingdom
575607,22689,DOORMAT MERRY CHRISTMAS RED ,3,2011-11-10 12:37:00,16.63,14096.0,United Kingdom
565919,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-09-07 16:48:00,10.79,,United Kingdom
537642,84596e,SMALL LICORICE DES PINK BOWL,2,2010-12-07 15:33:00,2.51,,United Kingdom
568063,22561,WOODEN SCHOOL COLOURING SET,12,2011-09-23 13:24:00,1.65,15981.0,United Kingdom
566949,22573,STAR WOODEN CHRISTMAS DECORATION,1,2011-09-15 16:32:00,1.63,,United Kingdom
566781,22555,PLASTERS IN TIN STRONGMAN,12,2011-09-15 10:11:00,1.65,17333.0,United Kingdom
579470,22532,MAGIC DRAWING SLATE LEAP FROG ,4,2011-11-29 15:06:00,0.42,16549.0,United Kingdom
538349,22358,KINGS CHOICE TEA CADDY ,1,2010-12-10 14:59:00,5.91,,United Kingdom
563404,21062,PARTY INVITES SPACEMAN,12,2011-08-16 11:04:00,0.85,16303.0,United Kingdom
545690,22916,HERB MARKER THYME,2,2011-03-06 12:46:00,0.65,13263.0,United Kingdom
545838,22286,"DECORATION , WOBBLY RABBIT , METAL ",1,2011-03-07 13:33:00,1.65,14606.0,United Kingdom
541615,21355,TOAST ITS - I LOVE YOU ,3,2011-01-20 10:43:00,1.25,16395.0,United Kingdom
539226,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-12-16 13:05:00,1.25,14309.0,United Kingdom
575932,20725,LUNCH BAG RED RETROSPOT,10,2011-11-13 10:35:00,1.65,16923.0,United Kingdom
578833,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-11-25 15:23:00,10.79,,United Kingdom
579512,22478,BIRDHOUSE GARDEN MARKER ,1,2011-11-29 16:47:00,2.46,,United Kingdom
579507,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-11-29 16:32:00,3.95,15297.0,United Kingdom
538895,84660B,BLACK STITCHED WALL CLOCK,20,2010-12-15 09:07:00,1.25,14401.0,United Kingdom
575318,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-11-09 13:17:00,1.25,14921.0,United Kingdom
543040,22427,ENAMEL FLOWER JUG CREAM,1,2011-02-02 17:06:00,5.95,17337.0,United Kingdom
575177,23417,BATHROOM HOOK,1,2011-11-08 18:41:00,3.29,,United Kingdom
571040,22197,POPCORN HOLDER,4,2011-10-13 12:59:00,0.85,15272.0,United Kingdom
550313,21719,LOVELY BONBON STICKER SHEET,12,2011-04-17 11:21:00,0.85,12681.0,France
565396,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-09-02 16:39:00,5.79,,United Kingdom
550802,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-04-20 15:21:00,1.25,17120.0,United Kingdom
546884,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2011-03-17 18:08:00,0.83,,United Kingdom
551816,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,2011-05-04 11:50:00,0.85,15906.0,United Kingdom
572550,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1,2011-10-24 17:06:00,8.29,,United Kingdom
551174,22675,FRENCH KITCHEN SIGN BLUE METAL,4,2011-04-26 17:02:00,1.25,,United Kingdom
576901,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-11-17 08:54:00,2.08,16929.0,United Kingdom
546388,22625,RED KITCHEN SCALES,1,2011-03-11 13:42:00,16.63,,United Kingdom
542401,20728,LUNCH BAG CARS BLUE,1,2011-01-27 15:51:00,1.65,14541.0,United Kingdom
571688,22149,,46,2011-10-18 14:24:00,0.0,,United Kingdom
571197,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2011-10-14 12:08:00,5.45,16413.0,United Kingdom
550911,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-04-21 13:11:00,0.85,12354.0,Spain
553148,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-05-13 14:09:00,3.25,,Hong Kong
552520,22980,PANTRY SCRUBBING BRUSH,2,2011-05-09 16:34:00,3.29,,United Kingdom
552508,22358,KINGS CHOICE TEA CADDY ,1,2011-05-09 16:27:00,5.79,,United Kingdom
565726,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-06 11:58:00,4.95,14360.0,United Kingdom
578017,M,Manual,1,2011-11-22 13:07:00,1.5,13569.0,United Kingdom
562114,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2011-08-02 16:14:00,1.63,,United Kingdom
552678,21181,PLEASE ONE PERSON METAL SIGN,1,2011-05-10 15:08:00,4.13,,United Kingdom
576406,22037,ROBOT BIRTHDAY CARD,24,2011-11-15 11:17:00,0.42,13692.0,United Kingdom
540995,84987,SET OF 36 TEATIME PAPER DOILIES,3,2011-01-13 09:30:00,2.92,,United Kingdom
567183,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-09-18 15:32:00,4.25,14769.0,United Kingdom
543630,21446,12 RED ROSE PEG PLACE SETTINGS,1,2011-02-10 16:01:00,1.25,15046.0,United Kingdom
545687,21754,HOME BUILDING BLOCK WORD,3,2011-03-06 12:20:00,5.95,17769.0,United Kingdom
559817,85017B,ENVELOPE 50 BLOSSOM IMAGES,1,2011-07-12 16:20:00,0.83,,United Kingdom
543618,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-02-10 14:49:00,2.1,13468.0,United Kingdom
560791,23080,RED METAL BOX TOP SECRET,2,2011-07-21 10:30:00,8.25,14688.0,United Kingdom
569468,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-10-04 11:56:00,1.45,16186.0,United Kingdom
546974,22383,LUNCH BAG SUKI DESIGN ,3,2011-03-18 12:08:00,4.96,,United Kingdom
562451,82600,NO SINGING METAL SIGN,12,2011-08-05 09:25:00,2.1,15110.0,United Kingdom
575846,21770,OPEN CLOSED METAL SIGN,1,2011-11-11 12:07:00,4.95,17364.0,United Kingdom
550470,22740,POLKADOT PEN,1,2011-04-18 13:49:00,1.63,,United Kingdom
561075,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-07-24 15:51:00,2.08,16458.0,United Kingdom
545471,21174,POTTERING IN THE SHED METAL SIGN,12,2011-03-03 10:34:00,2.08,15087.0,United Kingdom
559036,22504,CABIN BAG VINTAGE RETROSPOT,3,2011-07-05 15:14:00,29.95,12637.0,France
551009,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-04-26 09:50:00,8.29,,United Kingdom
578065,22598,CHRISTMAS MUSICAL ZINC TREE,1,2011-11-22 15:41:00,0.83,,United Kingdom
551890,22354,RETROSPOT PADDED SEAT CUSHION,6,2011-05-05 09:44:00,3.75,14340.0,United Kingdom
538497,22694,WICKER STAR ,4,2010-12-12 12:44:00,2.1,14684.0,United Kingdom
556731,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-14 11:41:00,2.95,18283.0,United Kingdom
547658,21455,PAINTED YELLOW WOODEN DAISY,2,2011-03-24 13:04:00,0.85,13736.0,United Kingdom
C539712,POST,POSTAGE,-1,2010-12-21 12:40:00,5.75,15602.0,United Kingdom
569404,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-10-04 09:03:00,4.15,13319.0,United Kingdom
567670,85014B,RED RETROSPOT UMBRELLA,2,2011-09-21 15:32:00,12.46,,United Kingdom
551275,23007, SPACEBOY BABY GIFT SET,1,2011-04-27 13:03:00,16.95,13285.0,United Kingdom
550311,22912,YELLOW COAT RACK PARIS FASHION,1,2011-04-17 11:04:00,4.95,16728.0,United Kingdom
575491,23556,LANDMARK FRAME COVENT GARDEN ,1,2011-11-09 17:47:00,12.5,15531.0,United Kingdom
552681,22090,PAPER BUNTING RETROSPOT,2,2011-05-10 15:08:00,6.63,,United Kingdom
545709,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-03-07 09:49:00,1.65,12708.0,Germany
568880,23019,SMALL APOTHECARY MEASURING JAR ,1,2011-09-29 12:39:00,8.25,14524.0,United Kingdom
557746,22362,GLASS JAR PEACOCK BATH SALTS,1,2011-06-22 12:24:00,2.95,15059.0,United Kingdom
567161,23316,RED REFECTORY CLOCK ,2,2011-09-18 10:46:00,9.95,15947.0,United Kingdom
538626,22694,WICKER STAR ,3,2010-12-13 12:57:00,2.1,17338.0,United Kingdom
569224,22633,HAND WARMER UNION JACK,1,2011-10-02 14:00:00,2.1,15701.0,United Kingdom
538369,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-12-12 11:06:00,4.95,17251.0,United Kingdom
579171,22028,PENNY FARTHING BIRTHDAY CARD,24,2011-11-28 14:30:00,0.42,13030.0,United Kingdom
537823,21908,CHOCOLATE THIS WAY METAL SIGN,2,2010-12-08 14:25:00,4.21,,United Kingdom
578149,22659,LUNCH BOX I LOVE LONDON,2,2011-11-23 11:11:00,4.13,,United Kingdom
539437,85203,HANGING WOOD AND FELT BUTTERFLY ,2,2010-12-17 14:54:00,0.84,,United Kingdom
554348,21756,BATH BUILDING BLOCK WORD,3,2011-05-24 08:49:00,5.95,13523.0,United Kingdom
565766,22652,TRAVEL SEWING KIT,1,2011-09-06 14:23:00,1.65,17841.0,United Kingdom
579196,23200,JUMBO BAG PEARS,2,2011-11-28 15:54:00,4.13,14096.0,United Kingdom
572317,23354,6 GIFT TAGS 50'S CHRISTMAS ,1,2011-10-23 16:13:00,0.83,14629.0,United Kingdom
579550,22539,MINI JIGSAW DOLLY GIRL,24,2011-11-30 10:48:00,0.42,12630.0,Finland
549276,20723,STRAWBERRY CHARLOTTE BAG,30,2011-04-07 13:11:00,0.85,16745.0,United Kingdom
547829,21136,PAINTED METAL PEARS ASSORTED,16,2011-03-25 15:24:00,1.69,16081.0,United Kingdom
577337,22736,RIBBON REEL MAKING SNOWMEN ,1,2011-11-18 14:51:00,1.65,15494.0,United Kingdom
569728,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-10-06 09:38:00,1.69,15416.0,United Kingdom
581439,23173,REGENCY TEAPOT ROSES ,1,2011-12-08 16:30:00,19.96,,United Kingdom
564856,23288,GREEN VINTAGE SPOT BEAKER,8,2011-08-31 09:11:00,0.85,12477.0,Germany
549524,21900,"KEY FOB , SHED",1,2011-04-08 15:42:00,1.63,,United Kingdom
C550306,22846,BREAD BIN DINER STYLE RED ,-1,2011-04-17 10:38:00,16.95,16905.0,United Kingdom
548733,21774,DECORATIVE CATS BATHROOM BOTTLE,12,2011-04-04 10:29:00,1.25,17648.0,United Kingdom
557112,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,2011-06-16 16:31:00,2.46,,United Kingdom
575739,23108,SET OF 10 LED DOLLY LIGHTS,1,2011-11-11 09:05:00,12.46,,United Kingdom
580983,35648,VINTAGE BEAD PINK PURSE ,3,2011-12-06 16:26:00,1.63,,United Kingdom
550781,84597B,RETRO BROWN BALL ASHTRAY ,12,2011-04-20 13:43:00,1.25,13097.0,United Kingdom
578844,23006,TRAVEL CARD WALLET FLOWER MEADOW,1,2011-11-25 16:14:00,0.83,,United Kingdom
577016,22186,RED STAR CARD HOLDER,4,2011-11-17 12:21:00,1.95,17095.0,United Kingdom
580997,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,2011-12-06 17:23:00,2.95,15023.0,United Kingdom
553535,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,2011-05-17 15:17:00,3.75,,EIRE
567461,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-09-20 12:31:00,12.46,,United Kingdom
545475,21086,SET/6 RED SPOTTY PAPER CUPS,216,2011-03-03 10:59:00,0.53,12415.0,Australia
C571009,90201A,PURPLE ENAMEL FLOWER RING,-4,2011-10-13 12:12:00,2.95,12612.0,Germany
553890,84987,SET OF 36 TEATIME PAPER DOILIES,1,2011-05-19 16:32:00,2.92,,United Kingdom
559055,21618,4 WILDFLOWER BOTANICAL CANDLES,5,2011-07-05 17:09:00,2.46,,United Kingdom
544598,22366,DOORMAT AIRMAIL ,1,2011-02-21 18:10:00,15.79,,United Kingdom
C554558,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,2011-05-25 10:24:00,1.25,13268.0,United Kingdom
554098,23167,SMALL CERAMIC TOP STORAGE JAR ,32,2011-05-22 13:01:00,0.83,14769.0,United Kingdom
563162,22681,FRENCH BLUE METAL DOOR SIGN 6,20,2011-08-12 12:15:00,1.25,16013.0,United Kingdom
566730,21684,SMALL MEDINA STAMPED METAL BOWL ,1,2011-09-14 13:31:00,0.85,14606.0,United Kingdom
564757,22470,HEART OF WICKER LARGE,11,2011-08-30 10:36:00,5.79,,United Kingdom
570475,22631,CIRCUS PARADE LUNCH BOX ,1,2011-10-10 16:47:00,1.95,,United Kingdom
539451,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,6,2010-12-17 16:59:00,4.21,,United Kingdom
C570066,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-2,2011-10-07 11:09:00,1.65,16523.0,United Kingdom
560239,85066,CREAM SWEETHEART MINI CHEST,2,2011-07-17 11:50:00,12.75,13507.0,United Kingdom
545996,20982,12 PENCILS TALL TUBE SKULLS,24,2011-03-08 14:12:00,0.85,14367.0,United Kingdom
580305,22970,LONDON BUS COFFEE MUG,1,2011-12-02 14:26:00,2.55,12970.0,United Kingdom
576269,22366,DOORMAT AIRMAIL ,2,2011-11-14 14:23:00,8.25,12762.0,Portugal
540267,22517,CHILDS GARDEN RAKE PINK,36,2011-01-06 11:12:00,1.85,12415.0,Australia
568054,84836,ZINC METAL HEART DECORATION,12,2011-09-23 12:50:00,1.25,16978.0,United Kingdom
569943,47504K,ENGLISH ROSE GARDEN SECATEURS,1,2011-10-06 18:08:00,0.79,14592.0,United Kingdom
550986,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2,2011-04-21 18:06:00,8.29,,United Kingdom
573330,21181,PLEASE ONE PERSON METAL SIGN,7,2011-10-30 11:22:00,2.1,16923.0,United Kingdom
560891,23207,LUNCH BAG ALPHABET DESIGN,10,2011-07-21 17:02:00,1.65,15106.0,United Kingdom
571216,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,3,2011-10-14 13:06:00,0.42,16081.0,United Kingdom
541827,21198,WHITE HEART CONFETTI IN TUBE,1,2011-01-21 17:05:00,3.29,,United Kingdom
538167,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2010-12-09 18:58:00,3.75,14713.0,United Kingdom
559369,22383,LUNCH BAG SUKI DESIGN ,10,2011-07-08 10:00:00,1.65,14388.0,United Kingdom
564754,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,2011-08-30 10:29:00,8.29,,United Kingdom
570002,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-10-07 09:16:00,1.25,12477.0,Germany
559055,22208,WOOD STAMP SET THANK YOU,7,2011-07-05 17:09:00,0.83,,United Kingdom
568908,21534,DAIRY MAID LARGE MILK JUG,3,2011-09-29 13:38:00,4.95,16653.0,United Kingdom
572030,22904,CALENDAR PAPER CUT DESIGN,6,2011-10-20 11:51:00,2.95,14923.0,United Kingdom
551437,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,6,2011-04-28 15:13:00,1.25,13725.0,United Kingdom
540355,22728,ALARM CLOCK BAKELIKE PINK,1,2011-01-06 15:11:00,5.91,,United Kingdom
571117,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-10-13 17:51:00,4.95,16224.0,United Kingdom
573093,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-10-27 14:38:00,2.95,18283.0,United Kingdom
557570,22366,DOORMAT AIRMAIL ,1,2011-06-21 10:48:00,7.95,15998.0,United Kingdom
564301,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-08-24 11:54:00,2.95,14299.0,United Kingdom
536401,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-01 11:21:00,2.95,15862.0,United Kingdom
580735,22273,FELTCRAFT DOLL MOLLY,6,2011-12-06 08:52:00,2.95,17728.0,United Kingdom
558809,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2,2011-07-04 11:10:00,3.29,,United Kingdom
575583,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1,2011-11-10 11:55:00,2.55,14456.0,United Kingdom
538524,90019A,SILVER M.O.P ORBIT BRACELET,1,2010-12-13 09:35:00,5.51,,United Kingdom
559367,22978,PANTRY ROLLING PIN,6,2011-07-08 09:38:00,3.75,13013.0,United Kingdom
539434,21874,GIN AND TONIC MUG,3,2010-12-17 14:41:00,3.36,,United Kingdom
551809,21933,PINK VINTAGE PAISLEY PICNIC BAG,50,2011-05-04 11:32:00,1.65,17511.0,United Kingdom
565430,21452,TOADSTOOL MONEY BOX,3,2011-09-04 13:07:00,2.95,14335.0,Germany
546554,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-03-15 09:13:00,0.29,16037.0,United Kingdom
554979,62074B,ELEPHANT CLIP W SUCTION CUP,3,2011-05-29 11:34:00,0.42,16931.0,United Kingdom
581285,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,18,2011-12-08 11:36:00,2.95,13394.0,United Kingdom
544933,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-02-25 08:44:00,2.55,12633.0,Germany
562849,23236,STORAGE TIN VINTAGE DOILY ,6,2011-08-10 09:52:00,2.89,16700.0,United Kingdom
574063,21905,MORE BUTTER METAL SIGN ,2,2011-11-02 14:31:00,0.79,13271.0,United Kingdom
576339,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-11-14 15:27:00,9.13,14096.0,United Kingdom
566057,21930,JUMBO STORAGE BAG SKULLS,4,2011-09-08 15:16:00,2.08,17997.0,United Kingdom
565093,22147,FELTCRAFT BUTTERFLY HEARTS,40,2011-09-01 10:38:00,1.25,13408.0,United Kingdom
579187,22460,EMBOSSED GLASS TEALIGHT HOLDER,1,2011-11-28 15:31:00,2.46,,United Kingdom
568207,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-09-25 15:34:00,7.95,15150.0,United Kingdom
537226,20781,GOLD EAR MUFF HEADPHONES,2,2010-12-06 08:34:00,5.49,15987.0,United Kingdom
572096,22091,EMPIRE TISSUE BOX,5,2011-10-20 15:20:00,0.39,16813.0,United Kingdom
566179,22449,SILK PURSE BABUSHKA PINK,12,2011-09-09 12:42:00,3.35,,Israel
548711,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,2011-04-03 14:24:00,0.85,18116.0,United Kingdom
579792,22617,BAKING SET SPACEBOY DESIGN,6,2011-11-30 15:43:00,4.95,12714.0,France
580403,21770,OPEN CLOSED METAL SIGN,2,2011-12-04 11:56:00,4.95,17858.0,United Kingdom
543909,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-02-14 12:32:00,3.29,,United Kingdom
571243,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-10-14 15:26:00,1.45,14595.0,United Kingdom
576611,21811,HANGING HEART WITH BELL,6,2011-11-15 16:29:00,0.39,17357.0,United Kingdom
538508,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,2010-12-12 13:32:00,1.25,15998.0,United Kingdom
571713,23351,ROLL WRAP 50'S CHRISTMAS,3,2011-10-18 16:58:00,2.46,,United Kingdom
563944,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-08-22 10:08:00,2.08,17581.0,United Kingdom
571032,21164,HOME SWEET HOME METAL SIGN ,1,2011-10-13 12:38:00,2.95,13827.0,United Kingdom
574701,22470,HEART OF WICKER LARGE,1,2011-11-06 13:54:00,2.95,15426.0,United Kingdom
555947,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,2011-06-08 10:45:00,0.42,14911.0,EIRE
576329,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-11-14 15:22:00,5.79,,United Kingdom
540014,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2011-01-04 11:34:00,0.85,14606.0,United Kingdom
537606,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2010-12-07 13:16:00,2.95,15002.0,United Kingdom
545001,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-02-25 12:40:00,0.55,16841.0,United Kingdom
571940,22573,STAR WOODEN CHRISTMAS DECORATION,12,2011-10-20 09:57:00,0.85,15301.0,United Kingdom
578548,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-11-24 15:02:00,4.95,17345.0,United Kingdom
578053,23491,VINTAGE JINGLE BELLS HEART,4,2011-11-22 14:59:00,8.25,14422.0,United Kingdom
559308,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-07 13:05:00,1.65,13158.0,United Kingdom
